鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
安定區,土地,港子尾段1320地號,1020.0,,特定農業區,農牧用地,1100803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7650000,7500,,0.0,0,,RPRNMLKKRHGGFHD18DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區太乙三街１０號,370.36,都市：其他:甲種工業區,,,1100614,土地1建物1車位0,全,一層,透天厝,工業用,鋼筋混凝土加強磚造,0740104,169.48,1,1,1,有,無,17000000,100307,,0.0,0,其他增建；,RPUOMLRKQHGGFID66DA,169.48,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路６８號十樓之９,10.12,都市：其他:商業區,,,1080520,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.47999999999999,2,2,1,有,有,5570000,53050,坡道平面,17.45,900000,,RPWTMLPLQHGGFID27DA,50.06,8.13,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７８號十一樓之１１,9.99,都市：其他:商業區,,,1070411,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,103.66,2,2,1,有,有,5620000,55562,坡道平面,17.45,830000,,RPWPMLQLQHGGFID96DA,47.74,9.2,0.0,有,
關廟區,土地,下湖段437地號,2697.0,,一般農業區,農牧用地,1100130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13800000,5117,,0.0,0,,RPQNMLRLQHGGFID88DA,0.0,0.0,0.0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區仁愛六街９１號三樓之１,34.75,都市：其他:住宅區,,,1090304,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100507,108.44999999999999,3,2,2,有,有,5150000,47487,一樓平面,0.0,0,,RPVNMLMJRHGGFID78DA,64.58,7.83,0.0,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區仁愛六街９１號五樓之２,36.25,都市：其他:住宅區,,,1090307,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100507,112.97999999999999,3,2,2,有,有,5450000,48239,一樓平面,0.0,0,,RPWNMLMJRHGGFID88DA,65.41,10.69,0.0,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區仁愛六街９３號五樓之２,35.71,都市：其他:住宅區,,,1091107,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100507,109.32,3,2,2,有,有,5370000,49122,一樓平面,0.0,0,,RPQOMLMJRHGGFID38DA,59.25,12.22,0.0,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區仁愛六街９３號二樓之２,32.64,都市：其他:住宅區,,,1091110,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100507,107.68,3,2,2,有,有,5000000,46434,一樓平面,0.0,0,,RPOOMLMJRHGGFID18DA,59.25,12.22,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７８號十一樓之１,10.12,都市：其他:商業區,,,1070411,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.67,2,2,1,有,有,5700000,54976,坡道平面,17.45,850000,,RPRPMLMJRHGGFID58DA,49.65,8.73,0.0,有,
仁德區,房地(土地+建物),臺南市仁德區仁德里中正路二段１２０５巷１５號四樓之二,22.4,都市：其他:住宅區,,,1100731,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,117.03,3,2,2,有,有,5200000,44433,,0.0,0,,RPSNMLSJRHGGFID09DA,81.7,8.19,0.0,有,
關廟區,土地,保東段686地號,23.14,,鄉村區,乙種建築用地,1100828,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,270000,11668,,0.0,0,含土地增值稅或其他稅費；,RPXNMLTJRHGGFID07DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區後壁里德洋一街２８號,80.78,都市：其他:計畫道路用地,,,1100717,土地2建物1車位0,全,四層,透天厝,店舖、停車空間、住宅。,鋼筋混凝土造,1030314,217.08,6,1,7,有,無,15960000,73521,,0.0,0,,RPPOMLTJRHGGFID98DA,193.3,23.78,0.0,無,
關廟區,土地,忠孝段131-1地號,44.0,都市：其他:住宅區,,,1100825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1151480,26170,,0.0,0,政府機關標讓售；,RPUOMLTJRHGGFID86DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區土庫路２４５巷２０號,86.67,都市：其他:住宅區,,,1100826,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0860422,196.12,4,2,3,有,無,8000000,40791,,0.0,0,,RPQNMLTJRHGGFID98DA,185.92,10.2,0.0,無,
玉井區,土地,口宵里段3-344地號,3503.0,,山坡地保育區,農牧用地,1100706,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,856,,0.0,0,,RPPNMLTJRHGGFJD98DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區永大路二段１５２６巷２弄３號二樓之３,22.23,都市：其他:住宅區,,,1100808,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840123,136.21,3,2,2,有,有,5500000,40382,坡道機械,0.0,800000,陽台外推；,RPPNMLSJQHGGFKD88DA,72.66,8.7,0.0,有,
永康區,土地,蜈蜞潭段1834-3地號,30.0,都市：其他:道路用地,,,1100615,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,930000,31000,,0.0,0,包含公共設施保留地用地；,RPWOMLQKQHGGFKD96DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區中華路９３６號十九樓之３,10.54,都市：其他:住宅區,,,1081203,土地2建物1車位0,十九層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100204,103.72999999999999,2,2,1,有,有,6310000,60831,,0.0,0,,RPUNMLPLQHGGFKD66DA,59.91,9.75,0.0,有,
永康區,房地(土地+建物)+車位,臺南市永康區中華路９３６號四樓之１０,11.61,都市：其他:住宅區,,,1090112,土地2建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100204,135.02,2,2,1,有,有,6880000,46295,坡道平面,22.05,1650000,,RPUOMLPLQHGGFKD76DA,66.27,9.63,0.0,有,
永康區,房地(土地+建物),臺南市永康區中華路９３６號三樓之７,7.53,都市：其他:住宅區,,,1080709,土地2建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100204,74.66,2,2,1,有,有,3920000,52505,,0.0,0,,RPWNMLRLQHGGFKD07DA,45.0,4.61,0.0,有,
永康區,房地(土地+建物)+車位,臺南市永康區南工街２４７巷６４弄１１號六樓之１,25.0,都市：其他:住宅區,,,1100808,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830910,134.73,3,2,2,有,有,7000000,51956,坡道平面,0.0,0,,RPWOMLRLQHGGFKD17DA,80.2,9.13,0.0,有,023
永康區,房地(土地+建物),臺南市永康區永二街２２９巷７號,66.61,都市：其他:住宅區,,,1100816,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0700808,162.07,5,2,4,有,無,12800000,78978,,0.0,0,其他增建；未登記建物；,RPWOMLNJRHGGFKD66DA,156.47,5.6,0.0,無,024
永康區,房地(土地+建物)+車位,臺南市永康區大橋里中山南路１１３號七樓之１,13.98,都市：其他:住宅區,,,1100829,土地2建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820910,74.34,1,1,2,有,無,2600000,34974,坡道機械,0.0,0,,RPUOMLRJRHGGFKD86DA,54.41,1.91,0.0,有,
永康區,房地(土地+建物),臺南市永康區自強路２５５巷２６弄８號,80.4,都市：其他:住宅區,,,1100821,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0810929,165.89,4,2,3,有,無,7800000,47019,,0.0,0,頂樓加蓋；,RPRPMLSJRHGGFKD76DA,144.12,21.77,0.0,無,
永康區,土地,頂南段808地號,5015.14,都市：其他:公園用地,,,1100813,土地10建物0車位0,,,其他,,,,0.0,0,0,0,無,無,375000000,74774,,0.0,0,交易價格包含其他賣賣登記案件標的之價格未登記建物；包含公共設施保留地用地；,RPVPMLSJRHGGFKD17DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區大灣里民族路１９０巷５弄６號,93.22,都市：其他:住宅區,,,1100818,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0951123,186.62,4,2,3,有,無,14700000,78770,,0.0,0,,RPXNMLTJRHGGFKD27DA,156.19,30.43,0.0,無,
永康區,房地(土地+建物),臺南市永康區西灣里永華路２３３巷２６號四樓之２,17.81,都市：其他:住宅區,,,1100816,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811130,101.62,3,2,2,有,有,5100000,50187,,0.0,0,,RPTOMLTJRHGGFKD96DA,60.19,12.84,0.0,有,
永康區,房地(土地+建物),臺南市永康區鹽行里中正北路１９巷１號九樓之３,12.07,都市：其他:住宅區,,,1100810,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830922,112.58000000000001,3,2,2,有,有,6000000,53295,,0.0,0,,RPXOMLTJRHGGFKD37DA,75.34,7.06,0.0,有,025
永康區,房地(土地+建物)+車位,臺南市永康區永埔街１１６巷９弄１６號二樓之２,24.35,都市：其他:住宅區,,,1100816,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820812,114.58000000000001,3,2,2,有,有,5300000,46256,坡道平面,0.0,0,,RPQPMLTJRHGGFKD76DA,68.15,2.58,0.0,有,
永康區,土地,蜈蜞潭段1213-3地號,74.0,都市：其他:道路用地,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2832720,38280,,0.0,0,包含公共設施保留地用地；,RPRNMLKKRHGGFKD48DA,0.0,0.0,0.0,無,026
永康區,土地,鹽新段199-4地號,45.07,都市：其他:農業區,,,1100825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,846415,18780,,0.0,0,政府機關標讓售；,RPPOMLKKRHGGFKD38DA,0.0,0.0,0.0,無,
安南區,土地,國聖段606地號,81.27,都市：其他:農業區,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,3691,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRJRHGGFBD78EA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區十二佃路２１６巷２６弄９號,146.97,都市：其他:住宅區,,,1100827,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1030715,212.07,4,2,4,有,無,12680000,59792,,0.0,0,,RPPNMLTJRHGGFBD28EA,193.59,18.48,0.0,無,027
新營區,房地(土地+建物),臺南市新營區大宏里三民路４６之３４號,16.55,都市：其他:商業區,,,1100730,土地1建物1車位0,四層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710227,94.13,3,1,1,有,無,1500000,15935,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKRHGGFDD67EA,94.13,0.0,0.0,無,
南區,土地,中和段1230地號,106.0,都市：其他:住宅區,,,1100825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,9434,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJRHGGFCD38EA,0.0,0.0,0.0,無,
麻豆區,土地,興農段317地號,152.81,都市：其他:計畫道路用地,,,1100830,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,341571,2235,,0.0,0,包含公共設施保留地用地；,RPRNMLSJRHGGFFD78EA,0.0,0.0,0.0,無,
永康區,土地,中灣段516地號,90.22,都市：其他:住宅區,,,1100714,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2680000,29705,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQOMLKKRHGGFKD58EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區大橋三街５７巷１９弄３號,54.0,都市：其他:住宅區,,,1100831,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770304,68.25,3,2,2,有,無,5000000,73260,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKRHGGFKD58EA,57.44,10.81,0.0,無,
歸仁區,房地(土地+建物),臺南市歸仁區文化八街３１號,78.81,都市：其他:住宅區,,,1100806,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0700307,103.8,4,2,2,有,無,2300000,22158,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXPMLRLNHGGFID96EA,103.8,0.0,0.0,無,
善化區,土地,南小新段923地號,1681.29,都市：其他:農業區,,,1100722,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20000000,11896,,0.0,0,,RPPOMLKKRHGGFHD18EA,0.0,0.0,0.0,無,
麻豆區,土地,寮子段1628地號,2749.0,,特定農業區,農牧用地,1100709,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10500000,3820,,0.0,0,,RPWNMLKKRHGGFFD58EA,0.0,0.0,0.0,無,028
新營區,房地(土地+建物)+車位,臺南市新營區延平路１１１之１號二樓之五,24.54,都市：其他:商業區,,,1100905,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1090324,104.72999999999999,3,2,2,有,有,6000000,57290,一樓平面,0.0,0,,RPQNMLKKRHGGFDD77EA,63.26,2.2,0.0,有,029
新營區,房地(土地+建物),臺南市新營區民榮里裕民路５８巷３４之３號,28.73,都市：其他:住宅區,,,1100826,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681124,83.62,3,1,1,有,無,1800000,21526,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLKKRHGGFDD08EA,83.62,0.0,0.0,無,
新營區,土地,茄苳段1128地號,13.0,都市：其他:住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,326170,25090,,0.0,0,政府機關標讓售；,RPUNMLLKRHGGFDD28EA,0.0,0.0,0.0,無,
新營區,土地,後鎮段1090地號,1944.0,,特定農業區,農牧用地,1100811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7056702,3630,,0.0,0,,RPRNMLNKRHGGFDD18EA,0.0,0.0,0.0,無,
安南區,土地,聖母段684-4地號,148.61,都市：其他:主要計畫道路用地,,,1100903,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,6056,,0.0,0,,RPTNMLTJRHGGFBD68EA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區復華里國華街１０２巷５１號七樓之３,20.92,都市：其他:住宅區,,,1100718,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841111,121.46,4,2,2,有,有,6350000,52281,,0.0,0,,RPROMLTJRHGGFKD76DA,84.05,8.86,0.0,有,
永康區,房地(土地+建物),臺南市永康區廣興街５６之５號,77.76,都市：其他:住宅區,,,1100701,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100224,188.49,5,2,3,有,無,13000000,68969,,0.0,0,,RPWOMLKKRHGGFKD09DA,161.0,27.49,0.0,無,
永康區,房地(土地+建物),臺南市永康區廣興街５６之７號,86.22,都市：其他:住宅區,,,1100701,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100224,189.29,5,2,4,有,無,13300000,70263,,0.0,0,,RPXOMLKKRHGGFKD56DA,156.61,32.68,0.0,無,
永康區,建物,臺南市永康區五福街７１號,0.0,,,,1100901,土地0建物2車位0,全,一層,透天厝,幼稚園,鋼骨造，ＲＣ造,0920512,1023.77,12,1,8,有,無,450000,440,,0.0,0,含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPROMLKKRHGGFKD58DA,1023.77,0.0,0.0,無,
永康區,土地,國聖段902地號,58.62,都市：其他:道路用地,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2117318,36119,,0.0,0,包含公共設施保留地用地；,RPSNMLKKRHGGFKD58DA,0.0,0.0,0.0,無,030
永康區,土地,廣富段849地號,815.25,都市：其他:道路用地,,,1100901,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27221796,33391,,0.0,0,包含公共設施保留地用地；,RPUNMLKKRHGGFKD78DA,0.0,0.0,0.0,無,031
永康區,房地(土地+建物),臺南市永康區龍潭里龍埔街７１之２號,104.03,都市：其他:住宅區,,,1100710,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0960308,200.67,5,2,3,有,無,14800000,73753,,0.0,0,陽台外推；其他增建；,RPVNMLKKRHGGFKD88DA,174.57,26.1,0.0,無,
永康區,土地,大灣段3151-1地號,61.0,都市：其他:道路用地,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2203320,36120,,0.0,0,包含公共設施保留地用地；,RPPNMLKKRHGGFKD28DA,0.0,0.0,0.0,無,
永康區,土地,二王段1627地號,420.61,都市：其他:道路用地,,,1100901,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16405136,39003,,0.0,0,包含公共設施保留地用地；,RPQNMLKKRHGGFKD38DA,0.0,0.0,0.0,無,032
永康區,房地(土地+建物),臺南市永康區中華路２８６巷９號,89.18,都市：其他:住宅區,,,1100809,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700123,106.1,4,2,2,有,無,6800000,64090,,0.0,0,頂樓加蓋；其他增建；,RPTNMLTJRHGGFKD86DA,106.1,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區西灣里公園路６３巷４８號,128.0,都市：其他:住宅區,,,1100627,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0800125,243.14,4,3,5,有,無,12000000,49354,,0.0,0,頂樓加蓋；其他增建；,RPOPMLTJRHGGFKD56DA,234.98,8.16,0.0,無,
永康區,房地(土地+建物),臺南市永康區中山南路４３巷１１號之４,10.24,都市：其他:住宅區,,,1100810,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710810,62.61,2,1,1,有,無,1550000,24756,,0.0,0,,RPUOMLTJRHGGFKD07DA,48.47,3.96,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區安西１２０之１８號,115.93,都市：其他:住宅區,,,1100813,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1091207,208.62,4,1,5,有,無,13980000,67012,,0.0,0,,RPXNMLKKRHGGFGD78EA,193.17,15.45,0.0,無,033
永康區,土地,六合段310地號,23.09,都市：其他:計畫道路用地,,,1100826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,100000,4331,,0.0,0,包含公共設施保留地用地；,RPTNMLRLQHGGFKD76DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區崑大路２０１巷５８弄６號,72.0,都市：其他:住宅區,,,1100727,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701103,96.85,8,0,8,有,無,7800000,80537,,0.0,0,頂樓加蓋；,RPUOMLLMQHGGFKD09DA,91.96,4.89,0.0,無,034
永康區,房地(土地+建物)+車位,臺南市永康區大灣東路６１１號三樓之２,29.11,都市：其他:住宅區,,,1100808,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1090819,96.55,2,1,1,有,有,6500000,67323,一樓平面,18.29,0,,RPVOMLKMQHGGFKD09DA,48.17,8.27,0.0,有,035
永康區,房地(土地+建物),臺南市永康區王行路８９８巷５１號三樓之３,33.01,都市：其他:住宅區,,,1100814,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1091203,95.15,3,2,2,有,有,6500000,68313,,0.0,0,,RPROMLRLQHGGFKD66DA,67.22,5.06,0.0,有,036
永康區,房地(土地+建物),臺南市永康區復國一路４７５巷２８號三樓之３０,5.06,都市：其他:住宅區,,,1100815,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070402,13.61,1,1,1,有,有,1300000,95518,,0.0,0,,RPWPMLNKQHGGFKD76DA,8.06,1.36,0.0,有,037
永康區,房地(土地+建物),臺南市永康區中華路７巷２０弄３６號九樓之１,9.17,都市：其他:住宅區,,,1100815,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840407,115.64,3,2,2,有,有,5860000,50675,,0.0,0,,RPPNMLPKQHGGFKD68DA,67.8,15.03,0.0,有,
仁德區,房地(土地+建物),臺南市仁德區保安里保學一街４５巷７號,119.62,都市：其他:住宅區,,,1100822,土地5建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0950929,166.93,5,2,3,有,無,9000000,53915,,0.0,0,,RPSQMLKKRHGGFID68DA,154.71,12.22,0.0,無,038
仁德區,房地(土地+建物),臺南市仁德區中正路二段１１６２號,62.04,都市：其他:商業區,,,1100619,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0580500,195.48,5,2,3,有,無,20000000,102312,,0.0,0,,RPVPMLTJRHGGFID07DA,195.48,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區德善路２５１巷７弄８號六樓之４,19.26,都市：其他:住宅區,,,1100821,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860317,96.85,3,2,2,有,有,3500000,36138,,0.0,0,夾層；,RPQNMLLKRHGGFID28DA,59.3,7.27,0.0,有,
歸仁區,土地,中山段1105地號,93.88,都市：其他:道路用地,,,1100827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,210000,2237,,0.0,0,,RPQOMLTJRHGGFID09DA,0.0,0.0,0.0,無,
關廟區,房地(土地+建物),臺南市關廟區深坑三街２５巷３弄２８號,224.0,,鄉村區,乙種建築用地,1100816,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0730419,167.35,4,1,2,有,無,2219400,13262,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLTJRHGGFID56DA,162.57,4.78,0.0,無,
